,Unit Id,Grand total enrolled,Black total enrolled,Hispanic total enrolled,Total women enrolled,Year
865,386153,202,0,0,202,2000
866,386472,47,7,11,21,2000
867,387235,40,28,4,20,2000
868,387448,16,9,0,5,2000
869,387819,33,0,0,33,2000
870,387925,298,38,35,235,2000
871,388043,423,204,10,357,2000
872,388098,38,8,2,35,2000
873,388511,184,123,42,154,2000
874,388520,56,33,3,19,2000
875,388663,74,50,2,71,2000
876,389620,39,7,9,19,2000
877,389727,140,67,2,127,2000
878,389860,72,1,0,37,2000
879,390002,4,0,0,4,2000
880,390394,121,35,31,111,2000
881,390701,878,231,309,587,2000
882,390905,47,8,5,31,2000
883,390932,21,2,0,19,2000
884,391333,84,28,2,79,2000
885,391564,53,2,4,52,2000
886,391582,107,48,1,86,2000
887,391616,36,10,1,35,2000
888,391759,4,0,1,4,2000
889,391810,141,0,10,116,2000
890,392257,293,140,97,251,2000
891,392415,85,39,11,81,2000
892,392798,29,7,1,29,2000
893,392840,120,7,6,46,2000
894,393180,868,3,0,465,2000
895,393524,115,1,14,106,2000
896,393861,185,0,0,148,2000
897,393977,19,0,17,18,2000
898,394554,120,89,0,112,2000
899,394563,120,89,0,112,2000
900,394679,92,0,37,88,2000
901,394846,103,0,101,73,2000
902,395283,506,18,40,79,2000
903,395362,467,35,45,314,2000
904,395733,120,89,0,112,2000
905,396000,150,0,146,66,2000
906,396310,17,0,12,14,2000
907,397270,9,0,2,6,2000
908,397641,107,17,3,16,2000
909,397942,145,8,51,61,2000
910,398130,692,38,180,127,2000
911,398325,25,1,10,1,2000
912,398574,369,86,176,133,2000
913,399212,1613,29,383,847,2000
914,399869,102,6,22,7,2000
915,400080,244,62,87,213,2000
916,400354,95,0,3,42,2000
917,400637,46,1,41,21,2000
918,402563,181,37,1,157,2000
919,402615,272,4,4,163,2000
920,402633,51,13,29,30,2000
921,402776,297,9,98,123,2000
922,402800,96,1,89,90,2000
923,403061,23,0,1,3,2000
924,381282,181,1,175,105,2000
925,381325,140,1,115,73,2000
926,381334,86,3,60,59,2000
927,381343,48,1,30,29,2000
928,381370,182,26,2,164,2000
929,381404,84,5,22,69,2000
930,381422,89,4,28,77,2000
931,381431,89,4,28,77,2000
932,381486,18,0,0,18,2000
933,381501,4,0,0,2,2000
934,381529,263,145,6,163,2000
935,381617,658,15,11,536,2000
936,381635,44,0,5,44,2000
937,381644,150,107,0,137,2000
938,381699,12,0,3,12,2000
939,381705,19,1,10,18,2000
940,381732,11,0,0,7,2000
941,381741,126,18,20,61,2000
942,381750,35,0,11,34,2000
943,381787,207,6,23,40,2000
944,381909,814,82,298,123,2000
945,381945,154,12,10,69,2000
946,381990,346,44,142,132,2000
947,382018,223,140,0,156,2000
948,382027,160,2,5,44,2000
949,382054,453,212,140,386,2000
950,382063,199,1,51,94,2000
951,382106,9,0,0,9,2000
952,382221,679,89,128,377,2000
953,382258,138,4,19,96,2000
954,382267,141,2,39,135,2000
955,382276,87,4,53,53,2000
956,382382,158,56,102,154,2000
957,382416,77,34,3,66,2000
958,382443,4,0,0,1,2000
959,382461,48,13,0,45,2000
960,382504,316,93,4,256,2000
961,382531,183,25,5,42,2000
962,382674,545,0,545,357,2000
963,382708,279,1,278,151,2000
964,382771,24,5,2,14,2000
965,382780,28,8,0,26,2000
966,382869,4,1,1,4,2000
967,382902,44,13,1,42,2000
968,382911,115,19,31,68,2000
969,382948,197,36,3,179,2000
970,382966,175,73,4,101,2000
971,382975,180,0,10,157,2000
972,383084,746,42,371,485,2000
973,383118,120,89,0,112,2000
974,383127,120,89,0,112,2000
975,383163,31,0,30,21,2000
976,383172,12,0,12,8,2000
977,383190,1142,6,18,652,2000
978,383251,7,0,1,7,2000
979,383279,16,6,3,14,2000
980,383297,24,2,3,23,2000
981,383312,38,1,0,38,2000
982,383367,153,4,0,97,2000
983,383376,23,12,2,22,2000
984,383400,39,21,3,36,2000
985,383419,106,6,4,47,2000
986,383464,51,11,14,44,2000
987,383507,22,12,0,14,2000
988,383525,42,4,1,36,2000
989,383701,45,33,10,43,2000
990,383765,83,11,5,75,2000
991,383792,284,27,217,240,2000
992,383880,280,219,29,241,2000
993,383899,189,68,29,148,2000
994,383950,168,110,0,142,2000
995,383996,104,2,29,73,2000
996,384014,37,29,4,33,2000
997,384184,383,12,166,258,2000
998,384193,301,21,126,288,2000
999,384209,687,63,283,574,2000
1000,384236,120,89,0,112,2000
1001,384245,120,89,0,112,2000
1002,375902,7,0,0,7,2000
1003,375939,119,0,0,58,2000
1004,375948,1126,0,0,632,2000
1005,375966,34,14,0,32,2000
1006,375984,137,117,10,97,2000
1007,376039,99,2,0,57,2000
1008,376109,126,8,3,83,2000
1009,376118,88,2,1,68,2000
1010,376127,124,17,57,105,2000
1011,376136,90,7,1,81,2000
1012,376224,270,0,270,235,2000
1013,376242,215,0,215,164,2000
1014,376288,30,0,30,29,2000
1015,376330,220,0,220,209,2000
1016,376349,237,0,237,229,2000
1017,376385,637,0,637,213,2000
1018,376446,55,8,2,53,2000
1019,376631,35,0,0,33,2000
1020,376677,117,78,3,85,2000
1021,376695,84,0,0,46,2000
1022,376710,61,20,5,21,2000
1023,376950,82,1,76,76,2000
1024,376987,66,0,47,66,2000
1025,377069,684,58,365,72,2000
1026,377111,516,147,168,245,2000
1027,377193,10,0,8,8,2000
1028,377218,106,2,3,0,2000
1029,377227,59,0,0,57,2000
1030,377236,62,5,15,44,2000
1031,377272,18,8,10,18,2000
1032,377281,20,0,19,15,2000
1033,377315,51,3,14,47,2000
1034,377342,46,4,3,9,2000
1035,377403,21,14,1,21,2000
1036,377421,25,6,5,25,2000
1037,377449,306,178,15,179,2000
1038,377458,452,312,18,393,2000
1039,377485,14,4,1,14,2000
1040,377546,85,1,4,44,2000
1041,377555,627,13,15,369,2000
1042,377564,748,35,23,471,2000
1043,377616,16,0,0,14,2000
1044,377634,5,0,0,5,2000
1045,377643,125,1,0,116,2000
1046,377652,124,12,0,109,2000
1047,377661,85,14,1,80,2000
1048,377670,41,5,0,41,2000
1049,377722,249,8,19,242,2000
1050,377759,151,30,75,123,2000
1051,378105,74,6,46,69,2000
1052,378406,561,92,219,90,2000
1053,378707,224,25,18,123,2000
1054,378938,8,2,1,1,2000
1055,378956,168,4,9,6,2000
1056,379029,285,68,30,270,2000
1057,379074,17,14,1,2,2000
1058,379135,57,57,0,5,2000
1059,379463,77,76,0,70,2000
1060,379621,59,10,2,51,2000
1061,379685,264,257,1,234,2000
1062,379746,181,63,102,163,2000
1063,379782,161,48,45,135,2000
1064,380067,199,62,135,168,2000
1065,380094,103,36,25,43,2000
1066,380137,400,96,288,347,2000
1067,380298,198,20,8,124,2000
1068,380359,152,2,0,110,2000
1069,380368,436,4,0,276,2000
1070,380377,244,0,0,162,2000
1071,380401,135,0,7,134,2000
1072,380410,28,1,0,28,2000
1073,380438,461,0,37,306,2000
1074,380447,9,0,0,9,2000
1075,380456,247,0,9,235,2000
1076,380465,966,0,6,358,2000
1077,380474,530,5,12,392,2000
1078,380836,197,20,13,128,2000
1079,380845,191,62,13,107,2000
1080,380854,210,20,8,137,2000
1081,380863,108,14,19,53,2000
1082,380872,318,64,29,199,2000
1083,381237,125,0,115,63,2000
1084,381255,151,2,143,90,2000
1085,372073,265,45,104,155,2000
1086,372143,3448,56,1305,1745,2000
1087,372161,169,15,36,110,2000
1088,372170,120,89,0,112,2000
1089,372198,120,89,0,112,2000
1090,372213,9700,523,233,4642,2000
1091,372240,26,24,2,25,2000
1092,372329,271,5,24,257,2000
1093,372356,42,7,7,41,2000
1094,372462,61,17,1,59,2000
1095,372480,72,38,11,60,2000
1096,372505,103,33,10,86,2000
1097,372578,341,42,50,45,2000
1098,372718,37,5,3,27,2000
1099,372772,22,7,0,22,2000
1100,372833,10,0,0,9,2000
1101,372921,389,113,6,320,2000
1102,372958,409,14,5,270,2000
1103,372985,140,5,3,102,2000
1104,373058,281,32,6,76,2000
1105,373085,108,18,6,92,2000
1106,373119,94,50,11,6,2000
1107,373216,140,0,1,125,2000
1108,373261,71,3,0,60,2000
1109,373340,59,4,3,55,2000
1110,373447,29,8,2,28,2000
1111,373526,16,11,0,0,2000
1112,373535,42,7,15,42,2000
1113,373605,16,3,0,15,2000
1114,373669,2,0,0,0,2000
1115,373678,97,19,17,37,2000
1116,373696,286,41,52,204,2000
1117,373711,28,0,0,23,2000
1118,373757,7,0,0,7,2000
1119,373784,95,78,1,8,2000
1120,373827,93,0,0,24,2000
1121,373890,132,26,3,130,2000
1122,373906,40,25,0,37,2000
1123,373951,19,10,8,17,2000
1124,374033,10,1,0,8,2000
1125,374060,6,0,0,2,2000
1126,374112,27,0,1,22,2000
1127,374291,69,48,0,65,2000
1128,374316,76,76,0,71,2000
1129,374370,11,0,0,7,2000
1130,374440,36,18,0,34,2000
1131,374495,60,60,0,57,2000
1132,374574,892,0,0,384,2000
1133,374592,171,33,13,105,2000
1134,374680,176,56,14,162,2000
1135,374699,172,113,11,137,2000
1136,374875,253,10,5,172,2000
1137,374927,24,2,2,24,2000
1138,374972,181,2,4,103,2000
1139,374990,19,0,0,18,2000
1140,375009,8,6,2,6,2000
1141,375106,15,2,3,0,2000
1142,375230,18,0,0,0,2000
1143,375300,94,8,1,91,2000
1144,375319,50,41,0,48,2000
1145,375373,71,3,0,68,2000
1146,375407,37,8,0,18,2000
1147,375416,324,181,20,261,2000
1148,375489,76,5,3,73,2000
1149,375540,15,0,0,15,2000
1150,375559,36,13,1,33,2000
1151,375568,31,0,0,31,2000
1152,375647,79,26,5,74,2000
1153,375656,8,1,0,8,2000
1154,375683,196,8,3,109,2000
1155,375692,25,0,0,18,2000
1156,375708,101,5,3,78,2000
1157,375717,76,19,1,58,2000
1158,375726,102,10,1,75,2000
1159,375735,47,8,0,35,2000
1160,375744,94,0,3,69,2000
1161,375753,25,2,0,17,2000
1162,375762,24,0,0,18,2000
1163,375841,568,17,54,168,2000
1164,375878,217,164,25,192,2000
1165,367194,216,21,3,35,2000
1166,367264,749,300,111,599,2000
1167,367316,200,39,73,181,2000
1168,367334,43,2,2,2,2000
1169,367343,75,33,31,48,2000
1170,367361,51,16,18,32,2000
1171,367389,179,2,0,47,2000
1172,367398,35,10,3,31,2000
1173,367413,1599,226,36,637,2000
1174,367431,15,3,0,14,2000
1175,367459,1257,9,46,675,2000
1176,367556,6,0,0,1,2000
1177,367608,78,34,34,35,2000
1178,367653,69,16,10,13,2000
1179,367662,39,0,12,38,2000
1180,367778,106,0,0,53,2000
1181,367787,81,5,48,65,2000
1182,367839,84,0,0,12,2000
1183,367875,181,58,34,110,2000
1184,367884,304,25,48,196,2000
1185,367909,388,112,23,273,2000
1186,367972,100,17,1,92,2000
1187,367981,26,0,1,25,2000
1188,368036,79,0,0,65,2000
1189,368160,47,4,0,41,2000
1190,368179,71,3,0,60,2000
1191,368188,92,88,0,88,2000
1192,368203,48,46,0,45,2000
1193,368230,58,46,9,50,2000
1194,368328,32,3,8,10,2000
1195,368364,62,3,5,41,2000
1196,368407,28,3,0,26,2000
1197,368443,127,44,9,92,2000
1198,368452,159,44,2,37,2000
1199,368540,26,0,8,23,2000
1200,368601,324,73,6,57,2000
1201,368629,297,23,23,244,2000
1202,368647,13,0,0,13,2000
1203,368771,31,0,0,17,2000
1204,368780,337,59,18,177,2000
1205,368799,320,22,47,178,2000
1206,368805,318,99,137,221,2000
1207,368832,52,0,40,26,2000
1208,368911,516,200,7,423,2000
1209,368993,39,13,3,36,2000
1210,369020,19,1,0,19,2000
1211,369084,379,7,87,61,2000
1212,369109,56,10,0,46,2000
1213,369172,593,13,29,348,2000
1214,369181,295,9,14,178,2000
1215,369206,98,24,33,84,2000
1216,369242,120,4,9,112,2000
1217,369400,854,30,48,4,2000
1218,369419,853,243,140,528,2000
1219,369446,68,0,1,58,2000
1220,369455,137,21,4,54,2000
1221,369622,12,12,0,12,2000
1222,369668,14,0,0,14,2000
1223,369686,135,48,64,126,2000
1224,369695,82,3,3,65,2000
1225,369783,196,79,74,178,2000
1226,369792,17,0,0,15,2000
1227,369853,87,15,0,84,2000
1228,369862,74,42,1,67,2000
1229,369905,85,48,1,60,2000
1230,371034,11,0,0,8,2000
1231,371052,427,230,5,402,2000
1232,371140,19,3,0,18,2000
1233,371186,110,21,31,33,2000
1234,371265,294,39,119,239,2000
1235,371760,592,22,225,299,2000
1236,371779,1241,260,243,542,2000
1237,371830,43,0,0,41,2000
1238,371928,85,5,27,58,2000
1239,371964,184,28,23,117,2000
1240,371982,964,52,469,889,2000
1241,372000,32,1,5,28,2000
1242,372028,80,0,13,71,2000
1243,372037,352,6,279,260,2000
1244,364609,23,7,0,23,2000
1245,364618,33,4,0,32,2000
1246,364627,59,2,2,47,2000
1247,364636,73,5,0,24,2000
1248,364751,453,0,0,448,2000
1249,364760,21,1,16,21,2000
1250,364876,32,0,19,20,2000
1251,364885,219,23,9,135,2000
1252,364946,49,2,1,27,2000
1253,364955,734,54,535,643,2000
1254,364964,38,1,0,38,2000
1255,364973,92,7,20,28,2000
1256,365055,567,128,119,265,2000
1257,365073,74,2,9,67,2000
1258,365091,264,102,7,257,2000
1259,365125,117,3,19,116,2000
1260,365143,129,106,22,97,2000
1261,365198,172,2,4,103,2000
1262,365204,204,12,153,164,2000
1263,365213,118,1,3,70,2000
1264,365240,53,5,1,42,2000
1265,365277,15,1,0,15,2000
1266,365310,133,16,33,77,2000
1267,365329,477,73,93,33,2000
1268,365374,124,6,3,84,2000
1269,365383,68,3,1,66,2000
1270,365392,19,0,0,19,2000
1271,365453,18,2,0,18,2000
1272,365480,122,4,2,84,2000
1273,365505,40,5,1,34,2000
1274,365569,6,0,0,6,2000
1275,365639,44,32,1,37,2000
1276,365693,68,2,0,62,2000
1277,365824,42,11,4,42,2000
1278,365833,25,10,3,25,2000
1279,365912,164,22,9,126,2000
1280,365930,31,15,2,23,2000
1281,366155,27,27,0,27,2000
1282,366182,48,5,1,31,2000
1283,366191,1407,46,134,7,2000
1284,366252,4224,70,20,1180,2000
1285,366261,147,52,27,66,2000
1286,366270,249,178,0,217,2000
1287,366289,147,20,74,129,2000
1288,366340,25,0,0,21,2000
1289,366401,1847,39,204,973,2000
1290,366438,15,6,0,15,2000
1291,366447,474,155,17,248,2000
1292,366456,536,55,9,221,2000
1293,366465,826,329,5,567,2000
1294,366535,578,184,9,227,2000
1295,366544,571,164,67,387,2000
1296,366553,676,106,106,426,2000
1297,366571,19,1,0,16,2000
1298,366580,193,10,13,19,2000
1299,366614,24,1,2,23,2000
1300,366623,20,0,2,8,2000
1301,366632,20,0,0,18,2000
1302,366650,445,25,3,65,2000
1303,366678,580,34,90,91,2000
1304,366696,455,74,131,69,2000
1305,366711,3366,99,623,2071,2000
1306,366906,228,28,87,176,2000
1307,366960,511,19,208,499,2000
1308,367024,462,33,7,204,2000
1309,367051,44,12,3,36,2000
1310,367088,23,2,0,22,2000
1311,367097,85,12,4,75,2000
1312,367103,126,13,1,96,2000
1313,367112,174,85,0,149,2000
1314,367130,107,9,17,103,2000
1315,367158,18,6,0,18,2000
1316,367176,55,41,0,54,2000
1317,260372,271,0,0,194,2000
1318,260585,50,4,3,49,2000
1319,260664,55,33,0,7,2000
1320,260691,422,17,94,359,2000
1321,260789,167,14,43,52,2000
1322,260804,262,3,33,92,2000
1323,260813,217,6,16,103,2000
1324,260895,39,10,9,32,2000
1325,260901,328,35,17,179,2000
1326,260910,268,25,5,149,2000
1327,260929,110,2,10,101,2000
1328,260947,48,1,6,11,2000
1329,260965,59,6,3,57,2000
1330,260974,414,30,124,34,2000
1331,260992,149,50,43,104,2000
1332,261339,36,10,0,35,2000
1333,261375,113,20,2,80,2000
1334,261384,34,1,0,8,2000
1335,261393,18,3,2,11,2000
1336,261436,70,5,5,66,2000
1337,261472,605,140,11,94,2000
1338,261676,18,0,0,18,2000
1339,261685,12,2,0,12,2000
1340,261755,32,3,2,31,2000
1341,261773,28,3,0,26,2000
1342,261852,12,8,0,5,2000
1343,261861,153,6,0,131,2000
1344,261898,9,6,0,0,2000
1345,261931,246,37,1,79,2000
1346,262013,567,94,78,223,2000
1347,262031,2156,39,31,1257,2000
1348,262086,1169,99,173,687,2000
1349,262156,67,13,10,59,2000
1350,262235,32,0,9,24,2000
1351,262299,27,0,1,25,2000
1352,262305,239,36,42,107,2000
1353,262332,602,14,47,204,2000
1354,262341,225,19,23,20,2000
1355,262369,62,0,22,60,2000
1356,262457,669,61,329,469,2000
1357,262509,271,23,56,202,2000
1358,262660,35,9,1,32,2000
1359,362700,53,4,6,43,2000
1360,362782,29,2,0,29,2000
1361,363013,39,6,1,38,2000
1362,363077,91,31,25,77,2000
1363,363147,32,0,0,31,2000
1364,363165,338,93,17,186,2000
1365,363217,16,8,0,15,2000
1366,363235,30,19,0,28,2000
1367,363378,297,39,29,86,2000
1368,363387,986,48,75,311,2000
1369,363396,311,66,82,247,2000
1370,363439,192,27,1,167,2000
1371,363457,176,89,2,163,2000
1372,363527,139,14,92,55,2000
1373,363590,345,14,10,324,2000
1374,363606,101,7,3,99,2000
1375,363633,324,0,285,217,2000
1376,363679,70,2,0,69,2000
1377,363712,42,0,0,0,2000
1378,363882,38,13,0,37,2000
1379,363907,325,0,325,181,2000
1380,363916,153,0,153,115,2000
1381,363934,925,37,133,163,2000
1382,364016,1596,26,131,888,2000
1383,364025,1359,43,187,692,2000
1384,364122,3,0,0,2,2000
1385,364168,222,0,0,45,2000
1386,364308,269,61,69,256,2000
1387,364317,225,169,10,215,2000
1388,364326,208,86,55,185,2000
1389,364335,354,123,20,324,2000
1390,364548,200,39,19,107,2000
1391,364566,100,0,97,99,2000
1392,364575,39,0,0,35,2000
1393,364593,141,18,15,137,2000
1394,245999,258,34,10,144,2000
1395,246008,122,29,9,107,2000
1396,246017,104,4,1,44,2000
1397,246035,382,7,18,353,2000
1398,246071,56,2,0,53,2000
1399,246266,883,27,799,652,2000
1400,246354,2446,56,1635,1545,2000
1401,246406,23,5,1,21,2000
1402,246415,38,8,10,34,2000
1403,246594,33,0,1,33,2000
1404,246600,95,0,95,47,2000
1405,246813,1098,182,14,675,2000
1406,246895,1538,143,419,764,2000
1407,246974,345,124,85,330,2000
1408,247010,23,0,0,23,2000
1409,247047,47,0,8,43,2000
1410,247065,196,22,1,84,2000
1411,247153,90,35,2,81,2000
1412,247232,175,4,2,145,2000
1413,247409,60,12,4,59,2000
1414,247603,929,12,41,470,2000
1415,247649,157,4,6,45,2000
1416,247700,81,21,1,38,2000
1417,247773,32,0,0,0,2000
1418,247825,11,2,1,2,2000
1419,247834,4743,220,313,2440,2000
1420,247870,121,59,4,92,2000
1421,247940,1169,34,4,765,2000
1422,248031,88,5,0,85,2000
1423,248110,15,0,0,15,2000
1424,248165,10,0,0,9,2000
1425,248192,28,0,0,26,2000
1426,248305,53,8,1,49,2000
1427,248314,13,0,0,13,2000
1428,248527,46,0,0,46,2000
1429,248606,156,10,9,99,2000
1430,248615,9,0,2,2,2000
1431,248624,92,4,0,80,2000
1432,248633,60,3,0,58,2000
1433,248660,38,0,2,35,2000
1434,248703,64,2,9,54,2000
1435,248776,407,130,2,297,2000
1436,248794,356,180,2,245,2000
1437,248846,177,8,38,170,2000
1438,248882,234,18,57,115,2000
1439,248925,372,140,4,178,2000
1440,248934,1549,535,27,498,2000
1441,248943,833,360,9,263,2000
1442,248970,59,42,5,17,2000
1443,249061,31,2,5,29,2000
1444,249140,515,103,113,203,2000
1445,249238,56,14,19,55,2000
1446,249247,664,208,162,430,2000
1447,249609,98,1,0,81,2000
1448,249636,123,89,10,102,2000
1449,249779,100,28,4,97,2000
1450,250027,235,26,0,185,2000
1451,250072,69,2,1,68,2000
1452,250285,160,75,8,5,2000
1453,250407,244,106,12,232,2000
1454,250498,141,36,5,93,2000
1455,250504,93,12,4,58,2000
1456,250744,161,88,3,156,2000
1457,250832,36,0,0,34,2000
1458,250896,71,3,0,60,2000
1459,250902,41,6,0,39,2000
1460,250920,401,63,55,248,2000
1461,250993,25,0,0,21,2000
1462,251075,325,63,13,155,2000
1463,251242,72,37,2,60,2000
1464,251251,323,8,2,27,2000
1465,251260,2373,449,17,1166,2000
1466,251312,132,108,2,119,2000
1467,260293,302,90,42,220,2000
1468,260336,1,0,0,0,2000
1469,260354,166,15,23,150,2000
1470,260363,19,0,0,19,2000
1471,243072,742,0,739,570,2000
1472,243090,46,0,46,35,2000
1473,243106,2703,0,2703,1664,2000
1474,243115,3890,0,3890,2769,2000
1475,243133,4551,0,4551,2593,2000
1476,243142,2877,0,2877,1866,2000
1477,243151,3606,0,3606,2509,2000
1478,243179,3658,0,3657,2546,2000
1479,243188,1421,0,1421,849,2000
1480,243197,10558,0,10558,5277,2000
1481,243203,915,0,915,812,2000
1482,243212,3541,0,3541,2296,2000
1483,243221,14862,0,14837,10231,2000
1484,243346,5694,0,5694,3796,2000
1485,243382,497,0,497,429,2000
1486,243407,39,0,39,37,2000
1487,243416,294,0,294,201,2000
1488,243443,3352,0,3352,2181,2000
1489,243559,91,0,91,69,2000
1490,243568,18,0,18,16,2000
1491,243577,2042,0,2042,473,2000
1492,243586,1469,0,1469,943,2000
1493,243601,6185,0,6185,3615,2000
1494,243638,699,0,0,376,2000
1495,243647,384,1,0,217,2000
1496,243665,726,455,9,541,2000
1497,243674,386,192,19,312,2000
1498,243744,6342,557,658,3103,2000
1499,243780,29251,927,584,12287,2000
1500,243799,57,10,2,48,2000
1501,243805,68,0,0,0,2000
1502,243832,476,0,476,119,2000
1503,243841,410,0,410,286,2000
1504,243902,31,3,1,30,2000
1505,244011,590,41,203,72,2000
1506,244154,370,17,64,62,2000
1507,244190,35,5,1,29,2000
1508,244233,322,170,60,209,2000
1509,244279,15,2,0,11,2000
1510,244321,59,40,0,38,2000
1511,244437,5436,1287,163,3060,2000
1512,244446,1177,758,22,633,2000
1513,244464,4,0,0,2,2000
1514,244491,18,0,1,17,2000
1515,244613,64,4,18,0,2000
1516,244950,106,85,15,92,2000
1517,245032,26,1,0,23,2000
1518,245069,23,1,0,22,2000
1519,245245,300,28,12,225,2000
1520,245281,58,32,9,56,2000
1521,245290,49,37,0,26,2000
1522,245342,337,147,2,59,2000
1523,245421,119,3,0,112,2000
1524,245430,71,10,0,52,2000
1525,245625,312,9,12,189,2000
1526,245652,425,1,29,180,2000
1527,245731,23,0,0,0,2000
1528,245777,35,0,0,0,2000
1529,245838,82,20,5,63,2000
1530,245847,54,0,6,45,2000
1531,245883,100,33,2,79,2000
1532,245892,33,5,0,25,2000
1533,245953,261,21,10,110,2000
1534,245962,709,136,27,591,2000
1535,240620,1287,22,82,758,2000
1536,240657,1023,6,35,574,2000
1537,240666,962,15,26,582,2000
1538,240693,996,7,60,605,2000
1539,240709,27,1,4,27,2000
1540,240718,1289,12,112,13,2000
1541,240727,7190,75,242,3678,2000
1542,240736,172,1,0,103,2000
1543,240745,350,4,4,235,2000
1544,240754,2211,13,10,1386,2000
1545,240790,520,0,2,310,2000
1546,240806,404,0,404,322,2000
1547,240879,190,0,190,143,2000
1548,240985,272,0,272,190,2000
1549,241100,2066,0,2066,1033,2000
1550,241128,1916,0,1916,1022,2000
1551,241146,220,0,220,170,2000
1552,241182,146,0,146,103,2000
1553,241191,677,5,645,423,2000
1554,241216,318,0,318,140,2000
1555,241225,2335,0,2322,1560,2000
1556,241289,125,0,125,102,2000
1557,241304,384,0,384,201,2000
1558,241331,110,0,110,102,2000
1559,241377,763,0,763,410,2000
1560,241386,312,0,312,239,2000
1561,241395,502,0,502,325,2000
1562,241401,325,0,325,255,2000
1563,241410,4785,0,4785,3101,2000
1564,241517,547,0,547,421,2000
1565,241614,66,0,66,28,2000
1566,241702,185,0,185,0,2000
1567,241720,777,0,777,369,2000
1568,241739,4504,0,4504,2829,2000
1569,241766,45,0,45,17,2000
1570,241836,1081,0,1081,742,2000
1571,241906,378,0,378,314,2000
1572,241951,235,0,235,78,2000
1573,242042,585,0,585,287,2000
1574,242112,1054,0,1054,564,2000
1575,242121,274,0,274,211,2000
1576,242130,404,0,404,241,2000
1577,242149,545,0,545,357,2000
1578,242316,393,0,393,298,2000
1579,242413,102,0,102,68,2000
1580,242422,6036,0,6036,3139,2000
