,unitid,sabdtype,line,xstaff01,staff01,xstaff02,staff02,xstaff03,staff03,xstaff04,staff04,xstaff05,staff05,xstaff06,staff06,xstaff07,staff07,xstaff08,staff08,xstaff09,staff09,xstaff10,staff10,xstaff11,staff11,xstaff12,staff12,xstaff13,staff13,xstaff14,staff14,xstaff15,staff15,xstaff16,staff16,xstaff17,staff17,xstaff18,staff18,xstaff19,staff19,xstaff20,staff20,xstaff21,staff21,xstaff22,staff22,xstaff23,staff23,xstaff24,staff24,Year
89747,189565,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,3,Z,0,Z,0,R,9,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,Z,0,R,12,2006
89776,189574,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,13,Z,0,Z,0,R,6,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,R,19,Z,0,R,19,2006
89805,189583,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,7,Z,0,R,1,R,2,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,1,R,10,2006
89835,189592,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,2006
89862,189705,11,18,R,5,R,4,R,1,Z,0,R,1,R,1,R,2,R,2,R,5,R,1,R,92,R,70,Z,0,Z,0,R,106,R,78,R,9,R,1,R,2,R,4,R,6,R,162,Z,0,R,184,2006
89920,189839,11,18,Z,0,Z,0,R,2,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,32,R,37,Z,0,Z,0,R,36,R,37,Z,0,R,2,R,1,R,1,Z,0,R,69,Z,0,R,73,2006
89963,189848,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,19,R,28,Z,0,Z,0,R,20,R,29,Z,0,Z,0,Z,0,R,1,R,1,R,47,Z,0,R,49,2006
90007,189857,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,Z,0,Z,0,Z,0,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,Z,0,R,12,2006
90032,189981,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,5,R,1,Z,0,Z,0,R,6,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,6,Z,0,R,7,2006
90100,190044,11,18,R,52,R,10,R,1,Z,0,R,1,Z,0,R,15,R,2,Z,0,Z,0,R,111,R,33,Z,0,Z,0,R,180,R,45,R,62,R,1,R,1,R,17,Z,0,R,144,Z,0,R,225,2006
90170,190053,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,20,R,31,Z,0,Z,0,R,21,R,31,Z,0,Z,0,Z,0,R,1,Z,0,R,51,Z,0,R,52,2006
90211,190071,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,21,R,1,R,1,R,1,R,23,Z,0,R,1,Z,0,Z,0,Z,0,R,21,R,2,R,24,2006
90232,190080,11,18,R,1,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,3,Z,0,Z,0,R,3,R,4,R,1,R,2,Z,0,Z,0,Z,0,R,4,Z,0,R,7,2006
90264,190099,11,18,C,7,C,13,C,6,C,5,R,1,R,1,C,10,C,8,R,5,R,3,C,126,C,79,Z,0,Z,0,C,155,C,109,C,20,C,11,R,2,C,18,R,8,R,205,Z,0,C,264,2006
90322,190114,11,18,Z,0,Z,0,R,3,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,3,R,14,R,5,R,4,R,1,R,22,R,10,Z,0,R,4,Z,0,Z,0,R,4,R,19,R,5,R,32,2006
90366,190150,11,18,R,142,R,89,R,115,R,94,R,2,R,4,R,256,R,174,R,84,R,63,R,1560,R,927,Z,0,Z,0,R,2159,R,1351,R,231,R,209,R,6,R,430,R,147,R,2487,Z,0,R,3510,2006
90438,190169,11,18,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,22,R,26,Z,0,Z,0,R,22,R,29,Z,0,R,2,Z,0,Z,0,R,1,R,48,Z,0,R,51,2006
90481,190248,11,18,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,14,R,11,Z,0,Z,0,R,15,R,13,Z,0,R,2,Z,0,R,1,Z,0,R,25,Z,0,R,28,2006
90524,190372,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,5,Z,0,R,1,R,1,R,30,R,11,Z,0,Z,0,R,37,R,12,Z,0,R,1,Z,0,R,5,R,2,R,41,Z,0,R,49,2006
90569,190415,11,18,R,321,R,152,R,33,R,32,R,4,R,4,R,129,R,69,R,33,R,25,R,1379,R,588,R,0,R,0,R,1899,R,870,R,473,R,65,R,8,R,198,R,58,R,1967,R,0,R,2769,2006
90640,190424,11,18,R,33,R,13,R,11,R,17,Z,0,Z,0,R,121,R,92,R,12,R,12,R,417,R,276,Z,0,Z,0,R,594,R,410,R,46,R,28,Z,0,R,213,R,24,R,693,Z,0,R,1004,2006
90694,190442,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,61,R,39,Z,0,Z,0,R,62,R,40,Z,0,R,1,Z,0,R,1,Z,0,R,100,Z,0,R,102,2006
90738,190451,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,18,Z,0,Z,0,Z,0,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,R,18,Z,0,R,18,2006
90763,190503,11,18,R,4,Z,0,R,2,R,1,Z,0,Z,0,R,1,R,3,R,2,R,1,R,94,R,25,R,4,R,1,R,107,R,31,R,4,R,3,Z,0,R,4,R,3,R,119,R,5,R,138,2006
90813,190512,11,18,R,15,R,10,R,15,R,17,R,0,R,0,R,45,R,17,R,10,R,11,R,228,R,132,R,0,R,1,R,313,R,188,R,25,R,32,R,0,R,62,R,21,R,360,R,1,R,501,2006
90863,190521,11,18,R,8,R,3,R,36,R,47,R,0,R,1,R,21,R,24,R,17,R,27,R,100,R,113,R,0,R,0,R,182,R,215,R,11,R,83,R,1,R,45,R,44,R,213,R,0,R,397,2006
90914,190530,11,18,R,6,R,5,R,35,R,31,R,1,R,0,R,7,R,8,R,17,R,9,R,77,R,75,R,0,R,0,R,143,R,128,R,11,R,66,R,1,R,15,R,26,R,152,R,0,R,271,2006
90966,190549,11,18,R,10,R,5,R,26,R,13,R,1,R,1,R,30,R,13,R,12,R,19,R,225,R,175,R,0,R,0,R,304,R,226,R,15,R,39,R,2,R,43,R,31,R,400,R,0,R,530,2006
91020,190558,11,18,R,15,R,9,R,5,R,6,R,1,R,0,R,24,R,11,R,8,R,9,R,144,R,113,R,0,R,0,R,197,R,148,R,24,R,11,R,1,R,35,R,17,R,257,R,0,R,345,2006
91072,190567,11,18,R,20,R,6,R,22,R,26,R,1,R,0,R,45,R,13,R,18,R,20,R,221,R,138,R,0,R,0,R,327,R,203,R,26,R,48,R,1,R,58,R,38,R,359,R,0,R,530,2006
91125,190576,11,18,R,4,R,1,R,8,R,3,R,0,R,1,R,1,R,0,R,5,R,2,R,82,R,53,R,0,R,0,R,100,R,60,R,5,R,11,R,1,R,1,R,7,R,135,R,0,R,160,2006
91170,190585,11,18,R,0,R,1,R,11,R,13,R,0,R,0,R,7,R,8,R,28,R,30,R,41,R,34,R,0,R,0,R,87,R,86,R,1,R,24,R,0,R,15,R,58,R,75,R,0,R,173,2006
91220,190594,11,18,R,10,R,3,R,29,R,31,R,0,R,0,R,23,R,33,R,26,R,38,R,248,R,227,R,0,R,0,R,336,R,332,R,13,R,60,R,0,R,56,R,64,R,475,R,0,R,668,2006
91273,190600,11,18,R,4,R,8,R,27,R,22,R,0,R,0,R,8,R,15,R,14,R,16,R,164,R,118,R,0,R,0,R,217,R,179,R,12,R,49,R,0,R,23,R,30,R,282,R,0,R,396,2006
91325,190619,11,18,R,3,R,0,R,11,R,14,R,0,R,0,R,8,R,5,R,10,R,9,R,110,R,121,R,0,R,0,R,142,R,149,R,3,R,25,R,0,R,13,R,19,R,231,R,0,R,291,2006
91374,190628,11,18,R,3,R,0,R,22,R,31,R,0,R,0,R,17,R,15,R,15,R,9,R,71,R,106,R,0,R,0,R,128,R,161,R,3,R,53,R,0,R,32,R,24,R,177,R,0,R,289,2006
91421,190637,11,18,R,2,R,5,R,12,R,21,R,0,R,1,R,11,R,5,R,22,R,24,R,128,R,132,R,0,R,0,R,175,R,188,R,7,R,33,R,1,R,16,R,46,R,260,R,0,R,363,2006
91471,190646,11,18,R,1,R,3,R,65,R,53,R,0,R,0,R,9,R,7,R,4,R,1,R,16,R,14,R,0,R,0,R,95,R,78,R,4,R,118,R,0,R,16,R,5,R,30,R,0,R,173,2006
91522,190655,11,18,R,8,R,1,R,26,R,21,R,1,R,0,R,17,R,23,R,8,R,9,R,133,R,99,R,0,R,0,R,193,R,153,R,9,R,47,R,1,R,40,R,17,R,232,R,0,R,346,2006
91573,190664,11,18,R,13,R,14,R,16,R,14,R,1,R,1,R,31,R,27,R,18,R,14,R,282,R,197,R,0,R,0,R,361,R,267,R,27,R,30,R,2,R,58,R,32,R,479,R,0,R,628,2006
91625,190673,11,18,R,3,R,2,R,7,R,13,R,0,R,0,R,16,R,10,R,5,R,9,R,118,R,115,R,0,R,0,R,149,R,149,R,5,R,20,R,0,R,26,R,14,R,233,R,0,R,298,2006
91677,190682,11,18,R,0,R,0,R,2,R,2,R,0,R,0,R,2,R,4,R,0,R,2,R,11,R,14,R,0,R,0,R,15,R,22,R,0,R,4,R,0,R,6,R,2,R,25,R,0,R,37,2006
91719,190691,11,18,R,2,R,4,R,20,R,23,R,0,R,0,R,14,R,1,R,5,R,8,R,60,R,46,R,0,R,0,R,101,R,82,R,6,R,43,R,0,R,15,R,13,R,106,R,0,R,183,2006
91768,190716,11,18,R,4,R,3,R,4,R,4,Z,0,R,2,R,2,Z,0,R,1,R,1,R,45,R,79,Z,0,Z,0,R,56,R,89,R,7,R,8,R,2,R,2,R,2,R,124,R,0,R,145,2006
91808,190725,11,18,Z,0,Z,0,R,3,R,2,Z,0,Z,0,R,3,R,1,Z,0,Z,0,R,36,R,44,Z,0,Z,0,R,42,R,47,Z,0,R,5,Z,0,R,4,Z,0,R,80,Z,0,R,89,2006
91855,190761,11,18,R,0,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,2,R,16,R,48,R,0,Z,0,R,17,R,51,R,0,R,1,R,0,R,1,R,2,R,64,R,0,R,68,2006
91899,190770,11,18,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,5,R,3,R,2,R,1,R,70,R,38,Z,0,Z,0,R,77,R,44,R,0,R,1,R,1,R,8,R,3,R,108,R,0,R,121,2006
91956,190840,11,18,R,3,Z,0,R,1,R,4,Z,0,R,1,Z,0,R,3,R,2,R,1,R,59,R,60,R,1,Z,0,R,66,R,69,R,3,R,5,R,1,R,3,R,3,R,119,R,1,R,135,2006
92004,190974,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,11,Z,0,Z,0,R,2,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,Z,0,R,13,2006
92027,190983,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,4,R,1,R,1,Z,0,R,39,R,37,Z,0,Z,0,R,45,R,38,Z,0,R,1,Z,0,R,5,R,1,R,76,Z,0,R,83,2006
92083,191083,11,18,R,0,R,0,R,6,R,12,R,2,R,1,R,3,R,4,R,4,R,2,R,168,R,160,R,0,R,0,R,183,R,179,R,0,R,18,R,3,R,7,R,6,R,328,R,0,R,362,2006
92135,191126,11,18,Z,0,Z,0,R,9,R,7,Z,0,Z,0,R,9,R,3,R,5,R,7,R,77,R,95,R,12,R,11,R,112,R,123,R,0,R,16,R,0,R,12,R,12,R,172,R,23,R,235,2006
92180,191199,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,R,59,R,50,Z,0,Z,0,R,62,R,50,Z,0,Z,0,Z,0,R,3,Z,0,R,109,Z,0,R,112,2006
92229,191205,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,17,R,11,Z,0,Z,0,R,19,R,11,Z,0,R,1,Z,0,Z,0,R,1,R,28,Z,0,R,30,2006
92274,191241,11,18,R,23,R,21,R,13,R,15,Z,0,Z,0,R,33,R,15,R,18,R,17,R,322,R,209,Z,0,Z,0,R,409,R,277,R,44,R,28,Z,0,R,48,R,35,R,531,Z,0,R,686,2006
92332,191302,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,32,R,20,R,1,R,0,R,34,R,20,R,0,R,0,R,0,R,1,R,0,R,52,R,1,R,54,2006
92367,191320,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,C,6,C,4,Z,0,Z,0,C,7,C,4,Z,0,R,1,Z,0,Z,0,Z,0,C,10,Z,0,C,11,2006
92408,191339,11,18,R,1,Z,0,R,0,R,1,R,1,R,1,R,1,R,1,R,2,R,1,R,26,R,42,Z,0,Z,0,R,31,R,46,R,1,R,1,R,2,R,2,R,3,R,68,Z,0,R,77,2006
92458,191515,11,18,R,1,R,1,R,8,R,2,Z,0,R,1,R,8,R,11,R,2,R,2,R,97,R,61,Z,0,Z,0,R,116,R,78,R,2,R,10,R,1,R,19,R,4,R,158,Z,0,R,194,2006
92512,191533,11,18,R,1,Z,0,R,1,Z,0,R,1,Z,0,R,2,R,1,R,1,R,1,R,55,R,42,R,2,Z,0,R,63,R,44,R,1,R,1,R,1,R,3,R,2,R,97,R,2,R,107,2006
92556,191597,11,18,Z,0,Z,0,R,1,R,6,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,R,1,R,4,Z,0,Z,0,R,2,R,13,R,0,R,7,Z,0,R,3,R,0,R,5,Z,0,R,15,2006
92587,191612,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,42,R,35,Z,0,Z,0,R,43,R,35,Z,0,Z,0,Z,0,Z,0,R,1,R,77,Z,0,R,78,2006
92632,191621,11,18,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,24,R,22,R,0,R,0,R,25,R,23,R,0,R,0,R,1,R,0,R,1,R,46,R,0,R,48,2006
92672,191630,11,18,R,3,R,5,R,5,R,5,Z,0,Z,0,R,4,R,3,R,2,R,2,R,75,R,44,R,14,R,11,R,103,R,70,R,8,R,10,Z,0,R,7,R,4,R,119,R,25,R,173,2006
92724,191649,11,18,R,8,R,8,R,13,R,11,R,2,R,1,R,26,R,15,R,12,R,5,R,248,R,181,R,9,R,5,R,318,R,226,R,16,R,24,R,3,R,41,R,17,R,429,R,14,R,544,2006
92775,191676,11,18,R,2,R,3,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,61,R,25,Z,0,Z,0,R,64,R,28,R,5,R,1,Z,0,Z,0,Z,0,R,86,Z,0,R,92,2006
92826,191719,11,18,Z,0,Z,0,R,4,R,3,R,1,R,1,R,1,R,1,R,2,R,2,R,110,R,146,Z,0,Z,0,R,118,R,153,Z,0,R,7,R,2,R,2,R,4,R,256,Z,0,R,271,2006
92878,191870,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,29,R,25,R,29,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,54,R,54,2006
92912,191931,11,18,R,2,R,2,R,2,R,3,Z,0,Z,0,R,5,R,3,Z,0,R,2,R,108,R,47,Z,0,Z,0,R,117,R,57,R,4,R,5,R,0,R,8,R,2,R,155,Z,0,R,174,2006
92965,191968,11,18,R,5,R,8,R,8,R,2,R,2,Z,0,R,6,R,6,R,9,R,7,R,220,R,195,Z,0,Z,0,R,250,R,218,R,13,R,10,R,2,R,12,R,16,R,415,Z,0,R,468,2006
93020,191986,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,28,R,50,Z,0,Z,0,R,29,R,50,Z,0,Z,0,Z,0,R,1,Z,0,R,78,Z,0,R,79,2006
93068,192004,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,R,5,Z,0,Z,0,R,1,R,6,Z,0,Z,0,Z,0,Z,0,R,1,R,6,Z,0,R,7,2006
93097,192022,11,18,Z,0,Z,0,Z,0,R,2,Z,0,R,1,R,2,Z,0,R,1,Z,0,R,27,R,34,R,1,R,6,R,31,R,43,Z,0,R,2,R,1,R,2,R,1,R,61,R,7,R,74,2006
93140,192040,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,44,R,24,R,0,R,0,R,44,R,24,R,0,R,0,R,0,R,0,R,0,R,68,R,0,R,68,2006
93191,192110,11,18,Z,0,Z,0,R,3,R,2,Z,0,Z,0,R,2,R,3,R,2,Z,0,R,58,R,42,Z,0,Z,0,R,65,R,47,R,0,R,5,R,0,R,5,R,2,R,100,R,0,R,112,2006
93244,192147,11,18,Z,0,Z,0,R,4,R,6,Z,0,Z,0,R,4,R,6,Z,0,Z,0,R,10,R,15,Z,0,Z,0,R,18,R,27,R,0,R,10,R,0,R,10,R,0,R,25,R,0,R,45,2006
93277,192156,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,6,R,7,R,0,R,0,R,6,R,9,R,0,R,0,R,0,R,0,R,2,R,13,R,0,R,15,2006
93312,192192,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,21,R,32,R,0,R,0,R,21,R,32,R,0,R,0,R,0,R,0,R,0,R,53,R,0,R,53,2006
93353,192271,11,18,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,3,R,1,R,9,R,7,Z,0,Z,0,R,13,R,11,R,1,R,1,Z,0,R,2,R,4,R,16,Z,0,R,24,2006
93391,192323,11,18,R,7,R,4,R,1,R,1,Z,0,R,1,R,6,R,7,R,2,R,0,R,76,R,52,Z,0,Z,0,R,92,R,65,R,11,R,2,R,1,R,13,R,2,R,128,Z,0,R,157,2006
93446,192439,11,18,R,10,R,10,R,15,R,18,R,1,Z,0,R,18,R,23,R,7,R,6,R,103,R,103,Z,0,Z,0,R,154,R,160,R,20,R,33,R,1,R,41,R,13,R,206,R,0,R,314,2006
93502,192448,11,18,R,13,R,7,R,3,R,6,R,1,Z,0,R,10,R,12,R,3,R,1,R,149,R,117,Z,0,Z,0,R,179,R,143,R,20,R,9,R,1,R,22,R,4,R,266,R,0,R,322,2006
93553,192457,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,2006
93593,192509,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,3,Z,0,R,2,R,2,R,7,R,2,Z,0,R,6,R,12,Z,0,Z,0,Z,0,R,5,R,2,R,9,R,2,R,18,2006
93634,192688,11,18,R,0,R,0,R,1,R,0,R,0,R,0,R,4,R,2,R,0,R,1,R,6,R,3,R,0,R,0,R,11,R,6,R,0,R,1,R,0,R,6,R,1,R,9,R,0,R,17,2006
93664,192703,11,18,Z,0,Z,0,R,1,R,2,Z,0,Z,0,R,7,R,4,R,4,R,4,R,99,R,49,Z,0,Z,0,R,111,R,59,Z,0,R,3,Z,0,R,11,R,8,R,148,Z,0,R,170,2006
93714,192712,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,2,R,2,R,2,Z,0,R,42,R,26,Z,0,Z,0,R,46,R,29,Z,0,R,1,Z,0,R,4,R,2,R,68,Z,0,R,75,2006
93771,192749,11,18,Z,0,R,2,R,3,Z,0,R,1,Z,0,R,3,R,3,R,1,Z,0,R,41,R,44,Z,0,R,1,R,49,R,50,R,2,R,3,R,1,R,6,R,1,R,85,R,1,R,99,2006
93822,192785,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,29,Z,0,Z,0,R,4,R,29,Z,0,Z,0,Z,0,Z,0,Z,0,R,33,Z,0,R,33,2006
93860,192819,11,18,R,1,R,4,C,3,C,2,C,1,C,0,R,6,R,3,R,6,R,2,C,103,C,83,R,2,R,2,C,122,C,96,R,5,C,5,C,1,R,9,R,8,C,186,R,4,C,218,2006
93953,192864,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,2,R,3,R,1,Z,0,R,38,R,46,Z,0,Z,0,R,42,R,50,R,0,R,2,R,0,R,5,R,1,R,84,R,0,R,92,2006
94002,192925,11,18,R,0,R,0,R,2,R,3,R,0,R,0,R,5,R,1,R,3,R,0,R,42,R,35,R,0,R,0,R,52,R,39,R,0,R,5,R,0,R,6,R,3,R,77,R,0,R,91,2006
94057,193016,11,18,Z,0,Z,0,R,7,R,6,Z,0,Z,0,C,6,C,7,R,5,R,4,C,63,C,81,R,1,Z,0,C,82,C,98,Z,0,R,13,Z,0,C,13,R,9,C,144,R,1,C,180,2006
94108,193052,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,23,Z,0,Z,0,Z,0,R,23,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,23,Z,0,R,23,2006
94127,193201,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,3,Z,0,Z,0,R,4,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,7,2006
94158,193247,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,16,Z,0,Z,0,Z,0,R,16,R,0,R,0,R,0,R,0,R,0,R,0,R,16,R,0,R,16,2006
94189,193283,11,18,Z,0,Z,0,R,2,R,2,Z,0,Z,0,R,2,R,1,R,3,Z,0,R,79,R,51,Z,0,Z,0,R,86,R,54,Z,0,R,4,Z,0,R,3,R,3,R,130,Z,0,R,140,2006
94242,193292,11,18,Z,0,Z,0,Z,0,R,8,Z,0,Z,0,R,3,R,4,R,1,R,4,R,40,R,102,Z,0,Z,0,R,44,R,118,Z,0,R,8,Z,0,R,7,R,5,R,142,Z,0,R,162,2006
94291,193308,11,18,Z,0,Z,0,R,12,R,13,Z,0,Z,0,R,3,R,5,R,2,R,2,R,11,R,7,Z,0,Z,0,R,28,R,27,R,0,R,25,R,0,R,8,R,4,R,18,R,0,R,55,2006
94331,193317,11,18,Z,0,Z,0,R,1,R,4,Z,0,Z,0,Z,0,R,4,R,1,Z,0,R,7,R,7,Z,0,Z,0,R,9,R,15,Z,0,R,5,Z,0,R,4,R,1,R,14,Z,0,R,24,2006
94370,193326,11,18,Z,0,Z,0,R,8,R,11,Z,0,R,3,R,2,R,5,R,6,R,1,R,135,R,137,Z,0,Z,0,R,151,R,157,R,0,R,19,R,3,R,7,R,7,R,272,Z,0,R,308,2006
94427,193353,11,18,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,R,28,R,40,R,1,R,1,R,31,R,43,Z,0,R,2,Z,0,R,2,Z,0,R,68,R,2,R,74,2006
94477,193399,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,R,29,R,40,Z,0,Z,0,R,31,R,42,Z,0,Z,0,Z,0,R,4,Z,0,R,69,Z,0,R,73,2006
94513,193405,11,18,R,56,R,57,R,11,R,20,Z,0,Z,0,R,150,R,93,R,30,R,18,R,526,R,283,Z,0,Z,0,R,773,R,471,R,113,R,31,R,0,R,243,R,48,R,809,R,0,R,1244,2006
94570,193478,11,18,R,5,R,5,R,21,R,21,R,1,Z,0,R,6,R,12,R,5,R,10,R,222,R,306,R,3,R,1,R,263,R,355,R,10,R,42,R,1,R,18,R,15,R,528,R,4,R,618,2006
94629,193584,11,18,R,0,R,1,R,2,R,5,R,0,R,1,R,2,R,7,R,3,R,1,R,57,R,73,R,0,R,0,R,64,R,88,R,1,R,7,R,1,R,9,R,4,R,130,R,0,R,152,2006
94681,193645,11,18,Z,0,Z,0,R,9,R,7,Z,0,Z,0,R,1,R,3,R,2,R,3,R,28,R,53,R,1,R,3,R,41,R,69,Z,0,R,16,Z,0,R,4,R,5,R,81,R,4,R,110,2006
94733,193654,11,18,R,16,R,11,R,12,R,8,Z,0,Z,0,R,11,R,16,R,9,R,3,R,113,R,98,R,3,R,6,R,164,R,142,R,27,R,20,R,0,R,27,R,12,R,211,R,9,R,306,2006
94783,193751,11,18,R,3,R,3,Z,0,R,2,Z,0,Z,0,R,2,R,2,Z,0,Z,0,R,29,R,17,Z,0,Z,0,R,34,R,24,R,6,R,2,Z,0,R,4,Z,0,R,46,Z,0,R,58,2006
94828,193821,11,18,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,R,4,Z,0,Z,0,Z,0,R,42,R,22,Z,0,Z,0,R,46,R,24,Z,0,R,2,Z,0,R,4,Z,0,R,64,Z,0,R,70,2006
94867,193830,11,18,R,6,R,3,R,18,R,10,Z,0,Z,0,R,65,R,54,R,14,R,20,C,225,C,115,Z,0,Z,0,C,328,C,202,R,9,R,28,R,0,R,119,R,34,C,340,R,0,C,530,2006
94928,193900,11,18,R,135,R,93,R,77,R,82,R,1,Z,0,R,228,R,160,R,84,R,71,R,1690,R,994,Z,0,Z,0,R,2215,R,1400,R,228,R,159,R,1,R,388,R,155,R,2684,Z,0,R,3615,2006
94997,193946,11,18,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,R,55,R,59,Z,0,Z,0,R,59,R,61,Z,0,R,2,Z,0,R,4,Z,0,R,114,Z,0,R,120,2006
95050,193973,11,18,R,1,Z,0,R,6,R,2,Z,0,Z,0,R,6,R,5,Z,0,R,4,R,79,R,44,R,1,R,1,R,93,R,56,R,1,R,8,R,0,R,11,R,4,R,123,R,2,R,149,2006
95099,194028,11,18,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,20,R,30,Z,0,Z,0,R,21,R,31,Z,0,R,1,R,1,Z,0,Z,0,R,50,Z,0,R,52,2006
95133,194073,11,18,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,R,2,R,1,Z,0,Z,0,R,10,R,3,Z,0,Z,0,R,14,R,4,Z,0,R,2,Z,0,R,3,Z,0,R,13,Z,0,R,18,2006
95170,194091,11,18,Z,0,Z,0,R,2,R,1,Z,0,Z,0,R,19,R,10,R,3,R,2,R,110,R,52,R,21,R,21,R,155,R,86,Z,0,R,3,Z,0,R,29,R,5,R,162,R,42,R,241,2006
